Iteration: 0 | Loss: 0.0 | Current Suffix: output!!!!!!!! 
Iteration: 78 | Loss: 0.0 | Current Suffix: Zur!!!!!!!! 
Iteration: 79 | Loss: 0.0 | Current Suffix: Patch!!!!!!!! 
Iteration: 80 | Loss: 0.0 | Current Suffix:ruly!!!!!!!! 
Iteration: 81 | Loss: 0.0 | Current Suffix: palm!!!!!!!! 
Iteration: 82 | Loss: 0.0 | Current Suffix: curly!!!!!!!! 
Iteration: 83 | Loss: 0.0 | Current Suffix:estyles!!!!!!!! 
Iteration: 84 | Loss: 0.0 | Current Suffix:hran!!!!!!!! 
Iteration: 85 | Loss: 0.0 | Current Suffix: Centauri!!!!!!!! 
Iteration: 86 | Loss: 0.0 | Current Suffix: BMC!!!!!!!! 
Iteration: 87 | Loss: 0.0 | Current Suffix: Triangle!!!!!!!! 
Iteration: 88 | Loss: 0.0 | Current Suffix:apego!!!!!!!! 
Iteration: 89 | Loss: 0.0 | Current Suffix: Pok!!!!!!!! 
Iteration: 90 | Loss: 0.0 | Current Suffix: Ae!!!!!!!! 
Iteration: 91 | Loss: 0.0 | Current Suffix:SpaceEngineers!!!!!!!! 
Iteration: 92 | Loss: 0.0 | Current Suffix:olla!!!!!!!! 
Iteration: 93 | Loss: 0.0 | Current Suffix: Anime!!!!!!!! 
Iteration: 94 | Loss: 0.0 | Current Suffix:uga!!!!!!!! 
Iteration: 95 | Loss: 0.0 | Current Suffix:atsuki!!!!!!!! 
Iteration: 96 | Loss: 0.0 | Current Suffix: TOP!!!!!!!! 
Iteration: 97 | Loss: 0.0 | Current Suffix: Cavern!!!!!!!! 
Iteration: 98 | Loss: 0.0 | Current Suffix: conced!!!!!!!! 
Iteration: 99 | Loss: 0.0 | Current Suffix: Kris!!!!!!!! 
Iteration: 100 | Loss: 0.0 | Current Suffix: PLUS!!!!!!!! 
Iteration: 101 | Loss: 0.0 | Current Suffix: tweak!!!!!!!! 
Iteration: 102 | Loss: 0.0 | Current Suffix:Spoiler!!!!!!!! 
Iteration: 103 | Loss: 0.0 | Current Suffix: Norse!!!!!!!! 
Iteration: 104 | Loss: 0.0 | Current Suffix: Armageddon!!!!!!!! 
Iteration: 105 | Loss: 0.0 | Current Suffix: refuel!!!!!!!! 
Iteration: 106 | Loss: 0.0 | Current Suffix:fuck!!!!!!!! 
Iteration: 107 | Loss: 0.0 | Current Suffix: Prosecut!!!!!!!! 
Iteration: 108 | Loss: 0.0 | Current Suffix:66666666!!!!!!!! 
Iteration: 109 | Loss: 0.0 | Current Suffix: Kuro!!!!!!!! 
Iteration: 110 | Loss: 0.0 | Current Suffix: deleg!!!!!!!! 
Iteration: 111 | Loss: 0.0 | Current Suffix: 2048!!!!!!!! 
Iteration: 112 | Loss: 0.0 | Current Suffix: Cosponsors!!!!!!!! 
Iteration: 113 | Loss: 0.0 | Current Suffix:236!!!!!!!! 
Iteration: 114 | Loss: 0.0 | Current Suffix:iband!!!!!!!! 
Iteration: 115 | Loss: 0.0 | Current Suffix: texture!!!!!!!! 
Iteration: 116 | Loss: 0.0 | Current Suffix: flattened!!!!!!!! 
Iteration: 117 | Loss: 0.0 | Current Suffix: Armageddon!!!!!!!! 
Iteration: 118 | Loss: 0.0 | Current Suffix: [|!!!!!!!! 
Iteration: 119 | Loss: 0.0 | Current Suffix: analytics!!!!!!!! 
Iteration: 120 | Loss: 0.0 | Current Suffix:Quote!!!!!!!! 
Iteration: 121 | Loss: 0.0 | Current Suffix: Masquerade!!!!!!!! 
Iteration: 122 | Loss: 0.0 | Current Suffix: Tolkien!!!!!!!! 
Iteration: 123 | Loss: 0.0 | Current Suffix: portraits!!!!!!!! 
Iteration: 124 | Loss: 0.0 | Current Suffix:oglu!!!!!!!! 
Iteration: 125 | Loss: 0.0 | Current Suffix: Lv!!!!!!!! 
Iteration: 126 | Loss: 0.0 | Current Suffix: lottery!!!!!!!! 
Iteration: 127 | Loss: 0.0 | Current Suffix: organising!!!!!!!! 
Iteration: 128 | Loss: 0.0 | Current Suffix: subscript!!!!!!!! 
Iteration: 129 | Loss: 0.0 | Current Suffix:endi!!!!!!!! 
Iteration: 130 | Loss: 0.0 | Current Suffix:lynn!!!!!!!! 
Iteration: 131 | Loss: 0.0 | Current Suffix: Putin!!!!!!!! 
Iteration: 132 | Loss: 0.0 | Current Suffix:kward!!!!!!!! 
Iteration: 133 | Loss: 0.0 | Current Suffix: sings!!!!!!!! 
Iteration: 134 | Loss: 0.0 | Current Suffix: Newman!!!!!!!! 
Iteration: 135 | Loss: 0.0 | Current Suffix: polish!!!!!!!! 
Iteration: 136 | Loss: 0.0 | Current Suffix:lymp!!!!!!!! 
Iteration: 137 | Loss: 0.0 | Current Suffix: Weight!!!!!!!! 
Iteration: 138 | Loss: 0.0 | Current Suffix:ween!!!!!!!! 
Iteration: 139 | Loss: 0.0 | Current Suffix: Spoiler!!!!!!!! 
Iteration: 140 | Loss: 0.0 | Current Suffix:ahs!!!!!!!! 
Iteration: 141 | Loss: 0.0 | Current Suffix:Saudi!!!!!!!! 
Iteration: 142 | Loss: 0.0 | Current Suffix:hel!!!!!!!! 
Iteration: 143 | Loss: 0.0 | Current Suffix: Apprentice!!!!!!!! 
Iteration: 0 | Loss: 0.0 | Current Suffix: Poo!!!!!!!! 
Iteration: 1 | Loss: 0.0 | Current Suffix: WC!!!!!!!! 
Iteration: 2 | Loss: 0.0 | Current Suffix: backwards!!!!!!!! 
Iteration: 3 | Loss: 0.0 | Current Suffix: Rebirth!!!!!!!! 
Iteration: 4 | Loss: 0.0 | Current Suffix:oreal!!!!!!!! 
Iteration: 5 | Loss: 0.0 | Current Suffix:minster!!!!!!!! 
Iteration: 6 | Loss: 0.0 | Current Suffix: Albany!!!!!!!! 
Iteration: 7 | Loss: 0.0 | Current Suffix: Spiegel!!!!!!!! 
Iteration: 8 | Loss: 0.0 | Current Suffix: Atlantic!!!!!!!! 
Iteration: 9 | Loss: 0.0 | Current Suffix: Sydney!!!!!!!! 
Iteration: 10 | Loss: 0.0 | Current Suffix:anon!!!!!!!! 
Iteration: 11 | Loss: 0.0 | Current Suffix: Azerb!!!!!!!! 
Iteration: 12 | Loss: 0.0 | Current Suffix: Inner!!!!!!!! 
Iteration: 13 | Loss: 0.0 | Current Suffix: Yelp!!!!!!!! 
Iteration: 14 | Loss: 0.0 | Current Suffix:opa!!!!!!!! 
Iteration: 15 | Loss: 0.0 | Current Suffix:-------------!!!!!!!! 
Iteration: 16 | Loss: 0.0 | Current Suffix: Singapore!!!!!!!! 
Iteration: 17 | Loss: 0.0 | Current Suffix: Fuk!!!!!!!! 
Iteration: 18 | Loss: 0.0 | Current Suffix: Florida!!!!!!!! 
Iteration: 19 | Loss: 0.0 | Current Suffix: Star!!!!!!!! 
Iteration: 20 | Loss: 0.0 | Current Suffix: Appendix!!!!!!!! 
Iteration: 21 | Loss: 0.0 | Current Suffix:Module!!!!!!!! 
Iteration: 22 | Loss: 0.0 | Current Suffix: trig!!!!!!!! 
Iteration: 23 | Loss: 0.0 | Current Suffix: Sorce!!!!!!!! 
Iteration: 24 | Loss: 0.0 | Current Suffix: Aux!!!!!!!! 
Iteration: 25 | Loss: 0.0 | Current Suffix: contro!!!!!!!! 
Iteration: 26 | Loss: 0.0 | Current Suffix:vari!!!!!!!! 
Iteration: 27 | Loss: 0.0 | Current Suffix: Fighters!!!!!!!! 
Iteration: 28 | Loss: 0.0 | Current Suffix: aut!!!!!!!! 
Iteration: 29 | Loss: 0.0 | Current Suffix:Govern!!!!!!!! 
Iteration: 30 | Loss: 0.0 | Current Suffix: Hearth!!!!!!!! 
Iteration: 31 | Loss: 0.0 | Current Suffix:=""!!!!!!!! 
Iteration: 32 | Loss: 0.0 | Current Suffix:ODE!!!!!!!! 
Iteration: 33 | Loss: 0.0 | Current Suffix: Stamina!!!!!!!! 
Iteration: 34 | Loss: 0.0 | Current Suffix: Participant!!!!!!!! 
Iteration: 35 | Loss: 0.0 | Current Suffix:'';!!!!!!!! 
Iteration: 36 | Loss: 0.0 | Current Suffix:nen!!!!!!!! 
Iteration: 37 | Loss: 0.0 | Current Suffix: compatibility!!!!!!!! 
Iteration: 38 | Loss: 0.0 | Current Suffix: copies!!!!!!!! 
Iteration: 39 | Loss: 0.0 | Current Suffix:ures!!!!!!!! 
Iteration: 40 | Loss: 0.0 | Current Suffix:iminary!!!!!!!! 
Iteration: 41 | Loss: 0.0 | Current Suffix: Riders!!!!!!!! 
Iteration: 0 | Loss: 0.0 | Current Suffix:left!!!!!!!! 
Iteration: 1 | Loss: 0.0 | Current Suffix: extermination!!!!!!!! 
Iteration: 2 | Loss: 0.0 | Current Suffix: raid!!!!!!!! 
Iteration: 3 | Loss: 0.0 | Current Suffix: terrorism!!!!!!!! 
Iteration: 4 | Loss: 0.0 | Current Suffix:storms!!!!!!!! 
Iteration: 5 | Loss: 0.0 | Current Suffix: Economic!!!!!!!! 
Iteration: 6 | Loss: 0.0 | Current Suffix: encode!!!!!!!! 
Iteration: 7 | Loss: 0.0 | Current Suffix: Measures!!!!!!!! 
Iteration: 8 | Loss: 0.0 | Current Suffix:prus!!!!!!!! 
Iteration: 9 | Loss: 0.0 | Current Suffix: nav!!!!!!!! 
Iteration: 10 | Loss: 0.0 | Current Suffix: Azerb!!!!!!!! 
Iteration: 11 | Loss: 0.0 | Current Suffix: Aberdeen!!!!!!!! 
Iteration: 12 | Loss: 0.0 | Current Suffix: PubMed!!!!!!!! 
Iteration: 13 | Loss: 0.0 | Current Suffix:urt!!!!!!!! 
Iteration: 14 | Loss: 0.0 | Current Suffix:du!!!!!!!! 
Iteration: 15 | Loss: 0.0 | Current Suffix:correct!!!!!!!! 
Iteration: 16 | Loss: 0.0 | Current Suffix: DEC!!!!!!!! 
Iteration: 17 | Loss: 0.0 | Current Suffix: Celestial!!!!!!!! 
Iteration: 18 | Loss: 0.0 | Current Suffix: aquarium!!!!!!!! 
Iteration: 19 | Loss: 0.0 | Current Suffix: Shy!!!!!!!! 
Iteration: 20 | Loss: 0.0 | Current Suffix:Lim!!!!!!!! 
Iteration: 21 | Loss: 0.0 | Current Suffix:iHUD!!!!!!!! 
Iteration: 22 | Loss: 0.0 | Current Suffix: Patriot!!!!!!!! 
Iteration: 23 | Loss: 0.0 | Current Suffix:Naz!!!!!!!! 
Iteration: 24 | Loss: 0.0 | Current Suffix: Reyn!!!!!!!! 
Iteration: 25 | Loss: 0.0 | Current Suffix:ondon!!!!!!!! 
Iteration: 26 | Loss: 0.0 | Current Suffix: Chel!!!!!!!! 
Iteration: 27 | Loss: 0.0 | Current Suffix: Civilization!!!!!!!! 
Iteration: 28 | Loss: 0.0 | Current Suffix:redits!!!!!!!! 
Iteration: 29 | Loss: 0.0 | Current Suffix: authorised!!!!!!!! 
Iteration: 30 | Loss: 0.0 | Current Suffix:seq!!!!!!!! 
Iteration: 31 | Loss: 0.0 | Current Suffix:spr!!!!!!!! 
Iteration: 0 | Loss: -0.0546875 | Current Suffix:!!!!! le!!! 
Iteration: 1 | Loss: -0.1171875 | Current Suffix:!!!!! le!!!cos
Iteration: 2 | Loss: -0.1171875 | Current Suffix:!!!!! le!!!iband
Iteration: 3 | Loss: -0.1484375 | Current Suffix:!!!!! le caucusiband
Iteration: 4 | Loss: -0.1484375 | Current Suffix:!!!!! le Cheroiband
Iteration: 5 | Loss: -0.1640625 | Current Suffix:!!!!! le Chero Valley
Iteration: 6 | Loss: -0.1953125 | Current Suffix: Brave le Chero Valley
Iteration: 7 | Loss: -0.2734375 | Current Suffix: Brave le Occupy Valley
Iteration: 8 | Loss: -0.3203125 | Current Suffix: Middle le Occupy Valley
Iteration: 9 | Loss: -0.2734375 | Current Suffix: Middle le arrivals Valley
Iteration: 10 | Loss: -0.3046875 | Current Suffix: Middle le arrivalsLabor
Iteration: 11 | Loss: -0.3984375 | Current Suffix: Middle le arrivals CBD
Iteration: 12 | Loss: -0.4375 | Current Suffix: Middle le arrivals warmer
Iteration: 13 | Loss: -0.4296875 | Current Suffix: Middle le arrivals baggage
Iteration: 14 | Loss: -0.3125 | Current Suffix: Middle le Indones baggage
Iteration: 15 | Loss: -0.34375 | Current Suffix: Everyday le Indones baggage
Iteration: 16 | Loss: -0.3828125 | Current Suffix: Everyday le inspect baggage
Iteration: 17 | Loss: -0.2734375 | Current Suffix: chic le inspect baggage
Iteration: 18 | Loss: -0.2890625 | Current Suffix: chic calib inspect baggage
Iteration: 19 | Loss: -0.2734375 | Current Suffix: Guer calib inspect baggage
Iteration: 20 | Loss: -0.375 | Current Suffix: Guer nour inspect baggage
Iteration: 21 | Loss: -0.234375 | Current Suffix: Brow nour inspect baggage
Iteration: 22 | Loss: -0.1796875 | Current Suffix: Churches nour inspect baggage
Iteration: 23 | Loss: -0.265625 | Current Suffix: Churches advers inspect baggage
Iteration: 24 | Loss: -0.203125 | Current Suffix: Churches prin inspect baggage
Iteration: 25 | Loss: -0.25 | Current Suffix: Churches sovere inspect baggage
Iteration: 26 | Loss: -0.296875 | Current Suffix: Wy sovere inspect baggage
Iteration: 27 | Loss: -0.265625 | Current Suffix:bedroom sovere inspect baggage
Iteration: 28 | Loss: -0.25 | Current Suffix: Estate sovere inspect baggage
Iteration: 29 | Loss: -0.2421875 | Current Suffix: flashy sovere inspect baggage
Iteration: 30 | Loss: -0.296875 | Current Suffix: flashy sovere inspect bus
Iteration: 31 | Loss: -0.25 | Current Suffix: flashy sovere inspect suspension
Iteration: 32 | Loss: -0.265625 | Current Suffix: flashy sovere inspect pedest
Iteration: 33 | Loss: -0.2265625 | Current Suffix: flashy sovere inspect Flake
Iteration: 34 | Loss: -0.1875 | Current Suffix: flashy sovere inspect canoe
Iteration: 35 | Loss: -0.1796875 | Current Suffix: flashy sovere inspectVPN
Iteration: 36 | Loss: -0.203125 | Current Suffix: Bulk sovere inspectVPN
Iteration: 37 | Loss: -0.2890625 | Current Suffix: Bulk sovere inspect Bots
Iteration: 38 | Loss: -0.390625 | Current Suffix: Bulk sovere developmental Bots
Iteration: 39 | Loss: -0.375 | Current Suffix: Bulk sovere overarching Bots
Iteration: 40 | Loss: -0.3984375 | Current Suffix: Spending sovere overarching Bots
Iteration: 41 | Loss: -0.328125 | Current Suffix: IPCC sovere overarching Bots
Iteration: 42 | Loss: -0.4140625 | Current Suffix:udget sovere overarching Bots
Iteration: 43 | Loss: -0.390625 | Current Suffix: coerc sovere overarching Bots
Iteration: 44 | Loss: -0.359375 | Current Suffix: Balanced sovere overarching Bots
Iteration: 45 | Loss: -0.3125 | Current Suffix: Cod sovere overarching Bots
Iteration: 46 | Loss: -0.359375 | Current Suffix: GMOs sovere overarching Bots
Iteration: 47 | Loss: -0.3828125 | Current Suffix: GMOs sovere voluntary Bots
Iteration: 48 | Loss: -0.453125 | Current Suffix: broadcasting sovere voluntary Bots
Iteration: 49 | Loss: -0.4921875 | Current Suffix: arbitration sovere voluntary Bots
Iteration: 50 | Loss: -0.5234375 | Current Suffix: reconcile sovere voluntary Bots
Iteration: 51 | Loss: -0.2734375 | Current Suffix: moderates sovere voluntary Bots
Iteration: 52 | Loss: -0.59375 | Current Suffix: legislation sovere voluntary Bots
Iteration: 53 | Loss: -0.4921875 | Current Suffix: arbitration sovere voluntary Bots
Iteration: 54 | Loss: -0.3046875 | Current Suffix: prescribe sovere voluntary Bots
Iteration: 55 | Loss: -0.453125 | Current Suffix: overriding sovere voluntary Bots
Iteration: 56 | Loss: -0.296875 | Current Suffix: bred sovere voluntary Bots
Iteration: 57 | Loss: -0.46875 | Current Suffix: framing sovere voluntary Bots
Iteration: 58 | Loss: -0.4140625 | Current Suffix: Court sovere voluntary Bots
Iteration: 59 | Loss: -0.3984375 | Current Suffix: Court roy voluntary Bots
Iteration: 60 | Loss: -0.3203125 | Current Suffix: Maduro roy voluntary Bots
Iteration: 61 | Loss: -0.46875 | Current Suffix: Pyongyang roy voluntary Bots
Iteration: 62 | Loss: -0.515625 | Current Suffix: negotiations roy voluntary Bots
Iteration: 63 | Loss: -0.515625 | Current Suffix: vetoed roy voluntary Bots
Iteration: 64 | Loss: -0.3828125 | Current Suffix:enegger roy voluntary Bots
Iteration: 65 | Loss: -0.421875 | Current Suffix: Act roy voluntary Bots
Iteration: 66 | Loss: -0.4609375 | Current Suffix: Act roy income Bots
Iteration: 67 | Loss: -0.3984375 | Current Suffix: Act roy incomeograms
Iteration: 68 | Loss: -0.34375 | Current Suffix: Act roy revenueograms
Iteration: 69 | Loss: -0.4453125 | Current Suffix: Act roy dataograms
Iteration: 70 | Loss: -0.4453125 | Current Suffix: Act roy data illiter
Iteration: 71 | Loss: -0.28125 | Current Suffix:ochemistry roy data illiter
Iteration: 72 | Loss: -0.390625 | Current Suffix: nap roy data illiter
Iteration: 73 | Loss: -0.3984375 | Current Suffix:idays roy data illiter
Iteration: 74 | Loss: -0.515625 | Current Suffix: Premiere roy data illiter
Iteration: 75 | Loss: -0.4140625 | Current Suffix: Premiere roy data supers
Iteration: 76 | Loss: -0.4453125 | Current Suffix: Premiere roy data whites
Iteration: 77 | Loss: -0.4453125 | Current Suffix: Premiere roy data inver
Iteration: 78 | Loss: -0.4296875 | Current Suffix: Premiere roy data disag
Iteration: 79 | Loss: -0.4375 | Current Suffix: Premiere roy data discounts
Iteration: 80 | Loss: -0.453125 | Current Suffix: Premiere roy data assemblies
Iteration: 81 | Loss: -0.3984375 | Current Suffix: Premiere roy data unic
Iteration: 82 | Loss: -0.4140625 | Current Suffix: Premiere roy data fractions
Iteration: 83 | Loss: -0.359375 | Current Suffix: Premiere roy data external
Iteration: 84 | Loss: -0.3671875 | Current Suffix: Premiere roy data subclass
Iteration: 85 | Loss: -0.453125 | Current Suffix: Premiere roy data calibr
Iteration: 86 | Loss: -0.40625 | Current Suffix: Premiere roy data auction
Iteration: 87 | Loss: -0.453125 | Current Suffix: Premiere roy data calibr
Iteration: 88 | Loss: -0.390625 | Current Suffix: Premiere roy data upload
Iteration: 89 | Loss: -0.390625 | Current Suffix: Premiere roy data events
Iteration: 90 | Loss: -0.4453125 | Current Suffix: Premiere roy data banks
Iteration: 91 | Loss: -0.4140625 | Current Suffix: Premiere roy artwork banks
Iteration: 92 | Loss: -0.3828125 | Current Suffix: Premiere roy text banks
Iteration: 93 | Loss: -0.3828125 | Current Suffix: Premiere roy intuitive banks
Iteration: 94 | Loss: -0.4375 | Current Suffix: Premiere roy IDE banks
Iteration: 95 | Loss: -0.4765625 | Current Suffix: Premiere roy IDE hot
Iteration: 96 | Loss: -0.328125 | Current Suffix: Premiere roy mansion hot
Iteration: 97 | Loss: -0.375 | Current Suffix: Premiere roy mansion sod
Iteration: 98 | Loss: -0.41796875 | Current Suffix: Premiere roy mansionaminer
Iteration: 99 | Loss: -0.3203125 | Current Suffix: Premiere roy mansionlink
Iteration: 100 | Loss: -0.3984375 | Current Suffix: Premiere roy mansionstation
Iteration: 101 | Loss: -0.35546875 | Current Suffix: Premiere roy mansion1900
Iteration: 102 | Loss: -0.40625 | Current Suffix: Premiere roy mansion carn
Iteration: 103 | Loss: -0.3203125 | Current Suffix: Premiere roy mansion plaza
Iteration: 104 | Loss: -0.546875 | Current Suffix: Premiere roy mansion Earthqu
Iteration: 105 | Loss: -0.40625 | Current Suffix: Premiere roy memos Earthqu
Iteration: 106 | Loss: -0.421875 | Current Suffix: Premiere roy FBI Earthqu
Iteration: 107 | Loss: -0.4140625 | Current Suffix: Premiere roy probe Earthqu
Iteration: 108 | Loss: -0.359375 | Current Suffix: Premiere roy Mercury Earthqu
Iteration: 109 | Loss: -0.5 | Current Suffix: Premiere roy Mercury sevent
Iteration: 110 | Loss: -0.3359375 | Current Suffix: Mission roy Mercury sevent
Iteration: 111 | Loss: -0.3359375 | Current Suffix: Mission roy Mercury thirst
Iteration: 112 | Loss: -0.4140625 | Current Suffix: Mission roy Mercury aquarium
Iteration: 113 | Loss: -0.390625 | Current Suffix: Mission roy Mercury therm
Iteration: 114 | Loss: -0.453125 | Current Suffix: NOAA roy Mercury therm
Iteration: 115 | Loss: -0.609375 | Current Suffix: Guinness roy Mercury therm
Iteration: 116 | Loss: -0.59375 | Current Suffix: Guinness roy Mercury react
Iteration: 117 | Loss: -0.6640625 | Current Suffix: Guinness roy Mercury prote
Iteration: 118 | Loss: -0.9140625 | Current Suffix: Guinness roy Mercury flav
Iteration: 119 | Loss: -0.5234375 | Current Suffix: Guinness roy Mercury fav
Iteration: 120 | Loss: -0.4765625 | Current Suffix: Guinness roy Mercury dividends
Iteration: 121 | Loss: -0.546875 | Current Suffix: Guinness roy Mercury refin
Iteration: 122 | Loss: -0.546875 | Current Suffix: Guinness roy Mercury hypocr
Iteration: 123 | Loss: -0.734375 | Current Suffix: Guinness roy Mercury pear
Iteration: 124 | Loss: -0.8828125 | Current Suffix: Guinness roy Mercury lod
Iteration: 125 | Loss: -0.546875 | Current Suffix: Guinness roy Mercury devast
Iteration: 126 | Loss: -0.578125 | Current Suffix: Guinness roy Mercury separ
Iteration: 127 | Loss: -0.46875 | Current Suffix: Cruise roy Mercury separ
Iteration: 128 | Loss: -0.53125 | Current Suffix: Cruise roy Liberty separ
Iteration: 129 | Loss: -0.96875 | Current Suffix: Expedition roy Liberty separ
Iteration: 130 | Loss: -1.015625 | Current Suffix: Expedition roy Liberty decriminal
Iteration: 131 | Loss: -1.03125 | Current Suffix: Expedition roy Libertyophob
Iteration: 132 | Loss: -0.8515625 | Current Suffix: Expedition roy Liberty lux
Iteration: 133 | Loss: -0.9296875 | Current Suffix: Expedition roy Liberty backlog
Iteration: 134 | Loss: -1.0 | Current Suffix: Expedition roy Liberty res
Iteration: 135 | Loss: -0.9375 | Current Suffix: Expedition Godd Liberty res
